address,balance
0x45000db56976562fd00204b4b9e065e2346af125,0.0001
0x1836b4469c4f409bd2940d170121daa21efb163c,0.0001
0xe38dddc5dcbe5f936b4f7554500fa5e616759af9,15.000088
0xba6b80ec1758915a8c8834feab99bbfce6a39cb4,1e-08
0xf6480e83c48d770553a27dac5f603ab6bc2045a9,21.27580688
0xaf6bb69563a68ffb477cc6d3c93108e372168a5b,1e-08
0xeacb142b859b1fa57bf8cf64fce4e13a57bcb14a,1e-08
0xd3aca2e5f6406d85e4a4e13062b163778fbf96c6,0.0001
0x53feecd4a0c96cfb7602544fd078471b916ce2f0,1e-08
0x16947273192209e27bab788820fa8039f484b285,0.0001
0x071e9731c31ca872d2913ad53ef38ca391f70e03,0.0001
0xba405653ad9c62833245fd9858d0f67bfb6c3b72,0.0001
0x519ffea6994aa4d3d3ff9c483c6393726a4404f6,0.0001
0x0264c2830439664236cc76546758c5c91b3b6868,0.0001
0x20cd6c6d47672efaa740577a09e827da417c16dc,0.0001
0x357bf92a306c7bf38af3cbe2b980da33536b1b5f,0.0001
0x0cb125c88bde3e36c686d9e2893608f96d43b13b,0.0001
0x56edbf152deb223190872f78134f96e5ba0a72b6,1e-08
0xc18c9cb0bf138b57560e4841210efc8edcebf272,1e-08
0xdcf245e9539e73a879b689fe67bcc5f6988a70f9,0.0001
0xb1e9c87bad9c7d195e624ccfa5460f272b49f491,0.0001
0xe8a08ec55823bb853d17ad50a4d7ff250b09504f,0.0001
0x218d5208a7f0e5ddd874980e29b2bd5a81b68e45,0.0001
0x06b8b666b10f309d7d42551dfd9ecdf91ffe398c,0.0001
0x8c2524080c99dc4a3bb014fe2dd8bae5ebb007f6,0.0001
0x42b3457d86b916d91a4d94b74199b0ecd9cd9854,0.0001
0xa122dcceaa3381842555974ff41c7628e45f6be2,0.0001
0x71f82fe96f27f41c1bb9862d3e781f1708d194a9,1e-08
0x77e84e73e9f62091547fe226fe2445494ade26b2,1e-08
0x697cdaaba343fb6f5cdbaffdce4925c77ee0fab6,0.0001
0x8b03e9084d3d04642cd60876c36da26173165a19,1e-08
0xb2312cfa4b5e1f1effcc2787f5364299686aa75f,1e-08
0x00c2f5f2a9b708d51444d6db14a949e21e4806a1,1e-08
0x05793c5c61cc0b7fe0d45ce386450aad54213e89,0.0001
0x9efdd106d429f7bf8e49d8195385f790d2b7406c,30.0001
0x72906727a849da0054d0dcfce202a29163c42160,0.0001
0x56d31ea8502ef078bfaf21b878beac46348a52e1,106.0
0x8e339c9b4b6f32cec0a70267a0abf1d6fa77474c,0.0001
0x030226594b0987a7197909ce2c4de353abf77d40,1e-08
0xdafe7a5155ee3571ff56d942425181794568eacd,800.0
0x59ea070dafc609e96fe818e99b187daf85521f60,0.0001
0x06ae1e306f5cc3cadb9f87599c3ef546e3c5e528,1e-08
0xa9d383bd2d2f499decc127d2f31663a57280fb3f,2475.0
0xf73c86854bc78783a6e06be8923d72797baabaaf,0.0001
0x62834a854705130a56057f966d8409be4a28bd69,0.0001
0x4b2aad39f618c994f7704cce5b8514d22429103d,2695.0
0xed1fade1201c069217d8958fc656d590ab35d705,0.0001
0xd97369fbf4801395f1b3b67c32ea73dc36c0e0d9,0.0001
0xac8758003fa58b568076a72ce0cf1bbaadda6ae4,0.0001
0xefa9e06130bb1ce5b18b18217ce475b523023f02,1e-08
0xcfbb3ca41f22b06d25e8a6503224e79a14b3fcbf,0.0001
0x735763db0c5f87fa9f0b15f8cb639fd61666801e,0.0001
0x09532b16d0581962d12409cae975c9af5a17c232,0.0001
0x7e978cc726beb11e6eff0f7c37eaa9f15dc8c4c1,0.0001
0x4aadd62ce1178671ffe51a73dc389fc1b7951b39,0.0001
0x7c189cb3e4228c7b0d1ef537719b36176ed94b26,0.0001
0xed69b28104e6dd221221d7f90cb1f4b7b7c4f50b,0.0001
0xf77c33968a42ea46c5d0f24b4c6dbb5c4ad711c3,0.0001
0xbd17242ed00f69096454ad3f1c21a197586b3ae0,9.98
0x457302966560d86d9c738d1d5cbc97acacdc4fe4,0.0001
0xdeccaba4a6be6065773cda207f86032c537bdb11,1e-08
0x1f4ff4806995350a60c4c0b83a2bc9d1093b3dc7,0.0001
0x281a9edd78e885309a4d3fe765290f6dbb8343b5,0.0001
0x54685f98a1868446bc016f4519f5064ef3bb77ab,0.0001
0x6170c9570489761c83e79acae87135350ded660a,1e-08
0x5b630215c2d9a2d77069b4ba23b9509cccf26372,0.0001
0x7e85e029cf9442634b6564674eccfcd871e53e69,0.0001
0x13784f434446cb73d3c2dd147f381ba9a3a476bb,9e-08
0xf4441673419be3d91df7de912ad4d2d8ef584dc0,0.0001
0xab3cae2eb0383b0fedc6e17277420103819e0714,0.0001
0x51ac0b23a05270424ff1024db3db98159d10f9d9,0.0001
0x44f2c3747b556e6c649e08c3446dac317f4a6b87,0.0001
0xa0523a5b3a39877d5ae1da5d0c028e972d9e0ec1,1e-08
0x77911ad7b0109347c7f1bd4ade4a9d98d42f6c85,0.0001
0x4d49c3eabb3814d3aba450aff88e131de5b2c6bc,0.0001
0x3b1e07d12b77ff38afe35472f3880ebc27b25218,0.0001
0x7d4aba71f0c657c3bbee650f2411183b3aa22c27,0.0001
0x9f7c6dc0b46d6246d9f1259935be84509a93dfce,0.0001
0x2bde0d822700a8c8830c9fb42f97b21ab0722d77,0.0001
0x3ce001aa61ea724c24ad61cc0d3fe892fba1025c,0.0001
0x194c3c38a629676a04f4a327eafda7b6c9f70c9d,0.0001
0xfe81202daedefa43bcd69dbc999f1988453d9a73,1e-08
0x6bc6538b3d1a8780ea3980165cfead111926008a,0.0001
0x78d9b92eea6540e83d98694d2c7f1181f05ad51d,0.0001
0x8553eef94b2ff638b0aeabca2ef389cb588bcda3,0.0001
0x5b6d976ca8780f9837afa86406f8c5b7bf34f2ce,0.0001
0x4234f8221e94a4b66d26b52d59d792b35e25518b,0.0001
0x875544f3a45be8fd6a6e84efdb8c09ca8cf5bef8,333.73370189
0x5ae077de01bac958fce1a621bd0020f1f8826f1a,0.0001
0x8a9ba0493358429e73e6fed3aacdf6784346fa19,0.0001
0xa6b35e9d0b635f7cb950969f4db716bb8f6604fd,0.0001
0xbcdb88d20633ef85e99ab36877f766ed294da7df,0.0001
0xb3930fea7f805fdf43e4a1ea4792c1ba2969eafe,0.0001
0x713916e6785a79f162f6678b25d6aa46f83d59bb,0.0001
0xe26f5a3fc066cb623f19c13751e8f414b6bd46ef,0.0001
0xc20e46830df769fd0973b2b2af4eefa3cc9581d3,100.0
0xbe254a7470df7ffcfa584f04642994712bcda859,0.0001
0x9402fc678d081640a87220b4b5ba354fba069e43,9e-08
0xcad4cb2c290f4262f65c7f9565a2d449e3c25433,0.0001
0xdf9a6c5b29c0bb0ee6b89203f13e97f9c0337637,0.0001
0x8ddcf62a7636c52a7d13a09e3852d150097c22aa,0.0001
0x2f565e64ac971a2472d7049f0d7162b1d13839c4,0.0001
0x254f55f7effa21d32f38c769c8672a28f6d53845,0.0001
0xd704cd7c60a726625b8647c9b6667c190b112bbc,1e-08
0x0f1c90108c5e1a3568c216641ec953d70517510c,0.0001
0xd553528f88a118f6a44651d938522ef73602f6d4,1e-08
0xf5c9afb9cb247c794d8d82070fd2a503489d28a0,1e-08
0x3ffa751e82afee2273d235c2193077ebef94cbff,1e-08
0x2cf2bd2c555528762705181602389a3966377265,1e-08
0xd00115b29a06fa3a0ed79277a17e8f6b7a69b1ef,0.0001
0xaf9026445533f7754c544d2136cfa33337915e49,1e-08
0x87a2a498f0bb1ef1e29c22b308f2c18b67600e46,1e-08
0x7a42a5fda0c4520c7ae581b7d4bbce2b9dc985e6,1e-08
0x60d151cbcefe8cc27495cdbc9b40b9387a0732e9,0.0001
0x46a6dff2dc6e138c7b0e127b7f5cdf2710c76f4c,9e-08
0xe204169a21c69a497258ed7c50771b1fc5539612,0.0001
0xac73dedd8da21bc337937610e021af10fe7efd7c,0.0001
0x07f9ee3ec6a5450bf41ad3122fd3da8c9bb09d94,1.0
0xfda90f75f85706c08db459d7d4901b9240d2bfc6,1e-08
0xfb2d625a4e5c689c9484d829db8b25475411d62d,0.0001
0xd974b860ab79999e5dc1eed27ff75eb03a5c203a,0.0001
0xe555cf4a28c8e7a87864c1f63f955c35eeebcee7,1e-08
0xd64010c14f97f29fb6804f8c2d762000a1c1987c,2463.0
0x051d2cee800af6aeab62d2e298f05f1871120d8d,0.0001
0x20bc786bf261e920576326ae1a55fe741dd97751,1e-08
0xd75526b8848ce5e8a884ab6e4d98a116b3869119,0.0001
0xf79b8a03aec318386b239171aa87c317deaf99ef,1e-08
0x9f93ed630fca07ec9facf043e6a626445baf79c9,0.0001
0xbc5eee411777354a72176f239dc67d6bdb292d28,0.0001
0xc00ac37af00a93794617c2286e3202e751d8ea2f,0.0001
0x879973e404c7bbf165070fb2edefa7042ba58e66,2345.0
0xa5766dbd96c4af859ab1d43eab838d557cb58b23,0.0
0x967c43e9fa8a8ddfc6e74e0592193847e3b0484e,1e-08
0x43efe60a73f5e0ad3268b30d99bc8f12968d34e4,0.0001
0xba8161dd6b7c0557e0ba5c7526d31129fdfedffb,0.0001
0xc3e9f087aefc83c06408a96aea9e5980cbfbffa1,0.0001
0x727bac89cc0d55cf57f6a87b702ea2e223fe232b,0.0001
0x62c28dcba21891f9872bc0d22332ecd5fa40f753,0.0001
0xc781a681b9a19fead93e68e6be66c6e8aeb574d2,0.0001
0x7fcbf6d999441edd4734897cece6d77c4e371f1b,1e-08
0xd66ebfaa759eae5df3c0e478cb0ddc603345a1a3,1e-08
0xd0671bba13c19a59c5431e96020a212832a9f80e,0.0001
0xc91f5819596015f1a425715a2a12616f54b8bb9d,0.0001
0x7de374f82acee69ac99763e001f1499e3ff642e5,0.0001
0xe36d58146be363877a35b78de8949d3ec7636f9b,1e-08
0x46a0953554eb2ba0a006d76e235643ab86246e74,1e-08
0x147b74eefb3be1e0625ce0d55d15bbd8b8c02f0d,0.0001
0xa38b9ff886c1baaea4a7da76bac2bc99003a8e52,1e-08
0x8382f172af5de9c64fefe937dbc521321f1dc351,0.0001
0xde8111eee0572396dc513d7f2bacb78ff15bd531,0.0001
0xb1936874db21ee4edd7e2062407d738a4b1e36de,0.0001
0x2314d357f437130d5accdbf6677185a43a79ef44,2.05670001
0xf2280f1e3ba03a20a64ff3a62a74c7d04562157c,0.0001
0x2656e4b07d58b0fb4c8f9626653099ee805b0b04,1e-08
0xfb33f5ab070a3127607cc40a62d789cec8870b61,30.0001
0x26a44dc80e6afa829a23be48349406f971daba4c,0.0001
0x5de7859e369952b7700efb4d42ce25e39b256c94,1e-08
0x299225b5214c9b0110356526c599ed1d6f492868,1e-08
0x2099477effbf590c4b818740efd5d200b720ccbb,10.0
0xd3961d13bd5519b02136e0579b9de3f5868a7e10,0.0001
0xc940e206afff0acab9a56510cbc2e4cce2c2a18f,0.0001
0xe7c077816eac6976d55f96955579373c78c53fbc,0.0001
0xab9e7ec361be21c09afa0ce1fe128564e67d4d42,0.0001
0xf9ccbf2a5830ac3ba4f67feb5d6a94db25e16969,0.0001
0xcc4e4627b74e36d9215ccb9caab9f7d5723343e3,1e-08
0xc6d99a3afbf8f42937824bcd0e41b567dd676c57,1e-08
0xfde17397b64fc44cfd320f35b3f04b909c876fa0,0.0001
0x94d6a81e6b011c5dc42c83c44721fe1496beed04,1e-08
0xb0bb8d04548d77b05d487a5f20362d8abb5ce363,0.0001
0x897453f5db1a9946756fb02c30bb6038b05750ac,0.0001
0xd8becec044cfb6ff241443f371e07f8d62118be0,0.0001
0x037182d77cb0286a0fb69bf57f6fa518e7cd2aa9,1e-08
0xed31530a3e53480b2b4bb91bce7665f80ce9054c,0.0001
0x8b822e726d04ee0066048aaa2ecb8b262465129e,1e-08
0xb4c40f49d32f1e8810b4ca8cf23d3270737ea1d4,1e-08
0x497085b82e3105b3dc35d54a9f3954886100cacb,30.0001
0x98103ffe479714a58a76225a59d1ce109224be6e,0.0001
0x3416271dca45a15b85bb7cfa6d97bec27017bbb9,1e-08
0x946deb71ca67d7129e529dd92a666a14b51dcb58,1.0001
0x90192b487e83a77b8c4b69e7c35ce980edbcb942,0.0001
0xa6f95d82ad2ef3c3be5818e4caff95dc673e68b8,0.0001
0x6d3569cc0b76e2f437303d7fec210edd63ec62b4,0.0001
0x36cfdf045224d181d39a9230752061b16d2afcb0,0.0001
0x49c3c5ce49cb0103860e304ebc03096a07322cee,0.0001
0x530d242605e285a98be18a95a4d3187eb703f4f2,0.0001
0x4da0841b7a4d4c35a61e122b5d1a80ac875e7aff,0.0001
0x12b44cc54e490d7e07fbebfe2315a9845fdf5608,2.2501
0x8abdc0744bca95126d528858c9584650860a7817,0.0001
0xed3b0c5be06a53301f63681e7866f72ced26a8b4,1e-08
0x6554679c8a80717ad434d9efcd62891fcc9981be,0.0001
0xb38b1bab78bc706e0517aaf698cb374f1d9d1a51,1e-08
0x9ed196a3de0c132369719a389bbc45927579e71b,0.0001
0xc0701a17b264676460803ba4aed8e1d66c5ddbe0,0.0001
0x72b82fe06acba65b0b4125da803c4a106f2087b2,0.0001
0xd0c8c294d2d7c6d81f2922c0493d4316ac4e460d,0.0001
0xe3c694bd78a0709feeaa4534c1dfc92578c8ce22,0.0
0xf76969ba03c42f9f3924d5da56f9f0f350b489c4,1e-08
0xa4044aa7b70a1054419a523ae5f3fe47ff470c78,30.0001
0xba2c6f4fc4f200c4dbd4f2cc313ec021b39a537a,0.0001
0xd626e4521458749c24bd3a68ea0ca685f879bf64,1e-08
0xb533a5e0bd09027634ec8b29cb32d510b0bf57a0,0.0001
0x17b10d9c0639ad9a9f7c19b7ff150fed4d39fb8b,1e-08
0x182e329f6bc617154128b23a4c411ff47434950f,0.0001
0xa35941f350311731b6bffe644ea622e90a6ec082,1e-08
0x1c6b39a4cf4c70fbefff0306c4d7cf89668a76f3,260.0
0xb2f6bca88222f11fabb9d02ae131bde36e42ae3f,0.0001
0xe9ec432222206f76b5cedf4c0251bb947b5c7431,0.0001
0x27c8420843722ec0059d7b407cc9d108d363cb41,0.0001
0xee5a521aef0a90464856a691887257e949cdf4b0,0.0001
0x791b18f6e181f254761f7957df4835c64c620720,0.0001
0x3717e7d4de872c9e875a7d8ab9dc1e392f17d9df,0.0001
0xe368699d050b68150349d3c13a9f6d9791d62f25,1e-08
0xda41ffc6d229002af0ac69c4f171eebde8ed8797,1e-08
0x41473fa9b048779ecaa749c2997b296f0c59b95a,0.0001
0xbc80a4ff4a5ca6d4bd5a9002a19b096ae4c7620c,0.0001
0x5311df946a130a6216e6ef4301aca746f27c09c5,0.0001
0x967819a6e180c0ab4ae90bcf96df17bc218c49bd,0.0001
0x051cf454309938f255428404e712b750b1201537,0.0001
0xa6c31ca10df1ad9fc310bff10e623bfa5e7932ca,1e-08
0x42d03b83ad5a4142df79640bc183cfee2f934e58,1e-08
0xea08f4d86b87a58fe97a9a47733feca09fb69721,1e-08
0x146fc4780d6db29fe935905d232dea332355fb82,1e-08
0x57ac43c3d77575f864f5cbc5d2a82fe3bf75bb20,1e-08
0x4ae09a78bc0d8bf1d311faab1fc4fd4e3cf04bb9,1e-08
0x2e36e00607e8958ce4a8fbd65021ca0a33f12688,0.0001
0x1ec57092a09a273966c7a49df8221d47a8189b83,0.0001
0x0ec4fc1cf39dacfac33d29da0e8385f361a7e50d,1e-08
0xf55c7adb00c1b44291c8d4800443dca5d5da8e4f,0.0001
0x2d048cebcaa4f9c54101bbc9055eddbc94d0f59e,0.0001
0x27a225110cb3ba20dbbb63a7c5ef8d51a6e1c3ee,2.00000001
0xcc4f595039b6a048d3750ba65a90469f3f794df1,0.0001
0xe38bf34e962eabb36b348d33a1a8887fff1142e0,0.0001
0x2a52e3c3281d9007061068f799e19618ce81302d,0.0001
0x949edaf1ba7a3e9b26a79a6e96ff2ab00cf39876,1e-08
0xcd43f9214709c5faac18b2e9e53b7a120e788384,1e-08
0xc78a978b14223fb64c2eb52aef477d8ce4488f34,1.0
0x6919229f23927da6654199f5a4739621010e8ae8,0.0001
0xb5e0dd868e328e0c70c7548d239568884873c523,9e-08
0x8da1abc459c5908dd97d56bb2f3119f2e676632c,0.0001
0x255bafd2465c9ae065f0ac1d079cd5d77d3356d0,0.0001
0x9819a2e7de2d3b3a6710fb86db857554f8ad8d78,1.0
0xab35c2fb399396ecdef513b6220305882989ac52,1e-08
0x67c67b3ef222dbe95c84aef58fdc23c1f3e23ed8,0.0001
0xf193b8c46b989ad431a66ebd17be80fe1ca7579b,0.0001
0x74d77e0f5a532a3b35b69e2e10b06ba8a2718728,0.0001
0xaa1ee5a289cfdb16ca0c04f7bc8cf2af7d8f1259,0.0001
0xd3eb636d41480f0b56f9bfd2123e43ec08103e94,0.0001
0xfb04e1895fb6b59abe01987228859766f42cd425,0.0001
0xe86959a7ea3a851788d1b43feeab45a3445ac3cc,9e-08
0x9ae7c73b3458ad2e77eea3f0bc559f09a42411d4,0.0001
0xaef400bcb4af6091e91f543d09d15baf763f397d,0.0001
0xa9d48da6cf3f7314e3baf536093b743e7441164f,1e-08
0xae4190fb688c6f5d970910651dcfff47bb2c9a5c,1e-08
0x19321787a512bf5863e4b2dd85f6daffcf42440a,1e-08
0x1d180cf0176ee61f34f606d40b6e586c3a4a4d2a,0.0001
0x336b6466fdb0799a8f1d792322cec99320a751e5,0.0001
0x7223cda0506ca1e3211104c0f827dd663f5f738c,0.0001
0xf0fe0e6be01a7c69e6f39cb6dc2438b1701ac7e4,0.0001
0x61c099c1a7cd5ca55da06f267085984427c107c3,0.00992001
0xea6d668812b5b48b5417d3f0ce52e1f785691336,1e-08
0x876954da1ab1b6d4ece815fb5d5e92b8322c05d1,1e-08
0x72e6cc11aeaf0cc5681ac12470a77f69df648091,0.0001
0x66985b18318cc8e8c5f3e1eff0cc8ad65fbea675,0.0001
0xe37c264d166d30ea6195bfa1ebaab4a1898f93fd,1e-08
0x3d9025a1a9d31b7a1cea1dca64fa2854708ca302,0.0001
0x90377a0eede13c976e8049ed2f4c6bea5910075d,0.0001
0x8219862d64be07a3a30503e7d00ed4b4899d3518,0.0001
0x742c5511f7ddce0e782d8d5f79f261772cf10959,0.0001
0x41d860d1d7f0acdf49def92c6ce1e5bac2f56aa1,0.0001
0xdb9217bc99516726455f1937ba6dba404328092e,0.0001
0x603f1dc21ccdd5e4edf9d671215ad72d7e214995,0.0001
0x5312d0704703675b94d17cade8193c032f01f4f6,0.0001
0x5a03fe077572e6e77bd8e489fdd7a09238fba1f5,1e-08
0xebf591e4463d2e10e9f02748aea22cf2d54d7ff4,1e-08
0xe8f985e856550aa4f578314da4cb0467784d711b,0.0001
0xb01a776d9065b275bc1a29a165f27bb8870a53ea,0.0001
0x91a370567d01bcf9b3a10286e6032a5efd27e0f3,2519.0
0x97bb612803d691ae9db08855c175d5829c2c0193,1e-08
0x80e9c6c48982783eae80fd646f2135e95693d71f,0.0001
0x0a8778f6c4c1f159fd20508a179e6f0d5d059f89,0.0001
0xbf6dff6b9a41cd6ece184883567ae018249e9c4e,0.0001
0xe35c6ab154212574567b87726ee85fab5fc7ed94,0.0001
0x979ea9f3d23cb138d4cb2ef38f3e1168eddd5add,0.0001
0x9d39944e643302e92c34ae51ff0350d436201f8d,0.0001
0x3cb79f419e4bc8d6bd691e565be53ff735f2dc64,0.0001
0xbf960d3fa5d8d867b9d89db2adb3265b54961938,0.0001
0xe80bd4a31610305d733912892396750bc6fcf04b,0.0001
0xe8315b08b2cbc4227a0399006e5415fe8cb16fc9,0.0001
0x4c35530f89682906d66df8e48aa5b1ace349be5c,0.0001
0x6017e2e4ec47416b4f27e4e9cf2def708b8667b1,0.0001
0x800455c49d101668f95bb9bfaa128aed97801ab4,0.0001
0xd5c875900819aee2c4a4aee92ed8138ef152347c,1e-08
0xe6a621d67c2820af866f0d3f763cb559c6d479e3,0.0001
0x02b39448f43e9e113beb2eecff704bae2a304483,1e-08
0x6d2f89bee1cd240ecba91616552cd228cbca391e,0.0001
0x0b1fd27114f7ef7542f473d4e0c8cb33cdb48061,1e-08
0xf850be5f782b453d39be3603d76c62495f847de9,0.0001
0xd5f9c5a1c2e8a5afed58903ac443fd57c4fada67,0.0001
0xcf29dbe322b9b8ddb19c871b1d78dc709a549e08,0.0001
0xafa824711d9da8a7f87c7f2e5152e658c44c5f8b,1e-08
0xa5d9fb0822ba692a5ed17c208b1cae59d7a77891,0.0001
0x29ea9d71257e63e3e86aace3dd1300ec8fae26fe,1e-08
0xf979893b2a1647609b73fe897413d224876450cf,0.0001
0x88d220d19a400007fd365dc34458bc2ad32c807f,1e-08
0x2b507ad224a36728ac00bfc5cd69e508551109d3,0.0001
0x364e149c9c6565b6a9afd661b9fb3fd1c950091f,0.0001
0xbe572286578f01538e954899c31c0677f0fe7c77,0.0001
0x064dc71ffc8ac97ba6f0c40dccf9affacb7a691b,0.0001
0x3e94797583480607c0539f1af4245d93565ae433,0.0001
0x7c34261ab4bec344938cc5adfe3b30e7b7dbf61c,0.0001
0xeaec854b7f39d9eb050418aa028fb3f41fedd574,1e-08
0x2b91db7c6aa667e143c98961a21f56b1843a5974,1e-08
0xb73b7e3165eb180e75ee121d898273be7b41db55,2e-08
0x15e5221dd4b3ad5ccf45c4722ae5cb96a0b247d9,0.0001
0x91b32d8fde5e5c392f4498e926d80e139b715281,115.49759072
0xd6c4e95a7512fdefb3e503d0b5c98576f678a820,0.0001
0x1b6ee4eb0bfc7b66f8056ea2842ab346f0decae7,1e-08
0xce72413eb4216abd62298b55e737cd3f79c3aee4,0.0001
0x02d7c95e7ebf1a585c38dcc952aedfba72ab064c,30.0001
0xbcddfd50660b5656a1c63a81b3e68d0cff644340,0.0001
0xfe30095f577b79c3388f156c03c5dcd6f461c243,11.0001
0x06548e6d034af71218e667b12a3c44361b6bcf00,1e-08
0x7adfcaf58cc56361ad1a9821bbee352f9c5e03e8,0.0001
0x24a6f6fb6a7067814c3289ac6673ba301ba133f2,0.0001
0xa6b8e82209546809cce125ec7830f095ebc3f570,0.0001
0xfcb7d9575daa974f5fe14b08cd85b38af095a7a0,1e-08
0xf7f89e6a65699042e5959bdc08a0f04f2ca7b852,0.18291682
0x8b4d2b6040c8865f778eff2d5de8fac4ad59c189,0.0001
