wallet_address,erc20_txcount_sent_to_brdg,erc20_total_sent_to_brdg,erc20_txcount_received_from_brdg,erc20_total_received_from_brdg,erc20_net_balance,t12_txcnt_sent_to_brdg,t12_total_sent_to_brdg,t12_txcnt_received_from_brdg,t12_total_received_from_brdg,t12_net_balance,diff_net_balance
0xec1a187a1b7a73f1e8d9faca248ca94aaf580cf4,0,0.0,1,203.775,203.775,1,203.775,0,0.0,-203.775,0.0
0x954979af25fa689cdd78424e05aa8ecaf1039dfb,0,0.0,3,202.5,202.5,3,202.5,0,0.0,-202.5,0.0
0xb8c939c59ee6b1f11fe711fb02c01f758bb3baea,0,0.0,2,201.0,201.0,0,0.0,0,0.0,0.0,201.0
0x7a792bd0822713a816fdf26b1e17762aa1139bde,0,0.0,2,200.0001,200.0001,2,200.0001,0,0.0,-200.0001,0.0
0x5b11a1924f5a34e2b8c609c38ae584c883c4a701,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0x3b62d43141cf80c1859ef3ae4d7a860516227bf2,0,0.0,6,200.0,200.0,6,200.0,0,0.0,-200.0,0.0
0x5fb551570d34eb1f428d0b21e69333ef9a164da4,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0x02522fa33dc83f34eb737cdbe6296e16a50fb632,0,0.0,2,200.0,200.0,2,200.0,0,0.0,-200.0,0.0
0x9ba9df2b5dd478f8708b7379cdc90b4a72cd00e7,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0xdafe7a5155ee3571ff56d942425181794568eacd,0,0.0,3,200.0,200.0,3,200.0,0,0.0,-200.0,0.0
0xdd9a0f6cd6e2c1b0e7ab94ad6c49db6b42397b12,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0xfea48ed22f075a406cb00a9e03a23775d567faf6,0,0.0,2,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0xc0278da391c046739aa708fed02ec7635dbe55da,0,0.0,1,200.0,200.0,1,200.0,0,0.0,-200.0,0.0
0x26f1fd7738bc6199f42f6453b2fe4e6528730dbe,0,0.0,2,200.0,200.0,2,200.0,0,0.0,-200.0,0.0
0xeb172ee33e0687070ff4268fe792081566ad60dc,0,0.0,3,200.0,200.0,3,200.0,0,0.0,-200.0,0.0
0x252ed872437e3e73517c33bfca709e1722d2d80b,0,0.0,2,200.0,200.0,2,200.0,0,0.0,-200.0,0.0
0xda025bcc8a18532845a0de157de0aaa27844660b,0,0.0,1,200.0,200.0,1,200.0,0,0.0,-200.0,0.0
0xec36dfcaf5365a2afcedf16ba16f17822ba36a85,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0xdf3b1a99e7f00bea7dd7de91a12f67eeda5cb66c,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0x53d00ab6dbd8258e786a161e074c5eec4b752ac2,0,0.0,3,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0xa417cfccb351776f2d089290d24f465f725cbddf,0,0.0,2,200.0,200.0,2,200.0,1,120.0,-80.0,120.0
0x5fc9a561863cb611457ce38f54ddee3c61959169,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0xccc42c5c0f8bd44f12b7787bdd1d6e00feb91d4d,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0x21b18d2c90397fe1b240ca8880510d4dcc5d054c,0,0.0,10,200.0,200.0,10,200.0,0,0.0,-200.0,0.0
0x759553da288b856222d64d68cd30f1fde53e877f,0,0.0,10,200.0,200.0,10,200.0,0,0.0,-200.0,0.0
0x2fb0e4f62859f02503a941e0dae2c951e251f696,0,0.0,2,200.0,200.0,2,200.0,0,0.0,-200.0,0.0
0x53c924b8bfef4367ffc04b854b7f8fd2bf0cab90,0,0.0,2,200.0,200.0,2,200.0,0,0.0,-200.0,0.0
0xeca28680ad03a9dc30c529497f6ca322aa20f853,0,0.0,1,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0x58470e7224922eb6c4076c9f2c62f1781260fff5,0,0.0,3,200.0,200.0,0,0.0,0,0.0,0.0,200.0
0xcf197c5f326b4edf0db6e3b87323542ca6897b9f,0,0.0,5,199.79999999999998,199.79999999999998,0,0.0,0,0.0,0.0,199.79999999999998
0x923229d15dbe4a04ee20a20f675d55b2ad480e5e,0,0.0,3,197.39999999999998,197.39999999999998,4,263.19999996,0,0.0,-263.19999996,-65.79999996000004
0x0699c11862a55c54309c25045be82b4339a203c0,0,0.0,2,197.2,197.2,0,0.0,0,0.0,0.0,197.2
0x460c2afe21a2f98e4eab887ca1b7c55e66166fcf,0,0.0,1,197.0,197.0,0,0.0,0,0.0,0.0,197.0
0xf0ed59d47c72b78db7f149d3a78e6d6487b0132f,0,0.0,3,197.0,197.0,3,197.0,0,0.0,-197.0,0.0
0xff8fa42e29096d402727715eb9a78cf6d3c872ad,0,0.0,2,195.6,195.6,3,391.19999997,0,0.0,-391.19999997,-195.59999997000003
0x66ff3e9a9d0dd5e01d9c9f0ac378bcecde5850ec,0,0.0,2,195.0,195.0,2,195.0,0,0.0,-195.0,0.0
0x08e2bbb202779b8a7d510b255d63beda2086d817,0,0.0,1,195.0,195.0,1,195.0,0,0.0,-195.0,0.0
0xbfb71dc0a3e212452f3b6b3cb18cd4fa802b59f9,0,0.0,9,195.0,195.0,9,195.0,0,0.0,-195.0,0.0
0xddd7a540a05c3f8c8fdf2902375f80509636ec86,8,1468.6000000000001,3,1661.06012115,192.46012114999985,3,1661.06012115,8,1468.5999999800001,-192.46012116999987,-2.0000015865662135e-08
0x9c06ea80830ff398e82daf86205e14d61010e173,1,12.0,4,204.35000000000002,192.35000000000002,4,204.35000000000002,1,12.0,-192.35000000000002,0.0
0xcddc32131e9fa7b34230379a1fa37821246cbb95,0,0.0,7,191.0,191.0,9,235.0,0,0.0,-235.0,-44.0
0x3def3d69640854e99c334d89d616c7575d974590,0,0.0,1,190.0,190.0,2,228.0,0,0.0,-228.0,-38.0
0xcc824bf0608728fa2e08adef2aa16457598012b2,0,0.0,2,190.0,190.0,2,190.0,0,0.0,-190.0,0.0
0x0dc54d4d25b428db7eeb57702eced6a86c38aacc,0,0.0,10,188.90224999,188.90224999,10,188.90224998,0,0.0,-188.90224998,1.0000007932831068e-08
0xc9a559830cfdd21cc71d30e7bd756d6538cc7cda,0,0.0,4,188.0,188.0,5,235.0,0,0.0,-235.0,-47.0
0x3f1065703bc1297644cfa25245af604fd7552b38,0,0.0,2,188.0,188.0,2,188.0,0,0.0,-188.0,0.0
0x4f8b01b9917782c4a70a31d406da1816cc69cc86,1,121.0,3,307.0,186.0,3,307.0,1,121.0,-186.0,0.0
0xc90af3ebab045167c79d23adcd7888e8f790689d,0,0.0,12,185.06,185.06,12,185.06,0,0.0,-185.06,0.0
0xe19800c44630e0b817dfa244378eb68f7aee769c,0,0.0,12,184.16219178,184.16219178,12,184.16219174000003,0,0.0,-184.16219174000003,3.999997488790541e-08
0xe3568fa85f1e36ee6d92ccecfaa5a7156f1b4286,0,0.0,2,184.0,184.0,0,0.0,0,0.0,0.0,184.0
0x314f5740673ad20c5b8f97a6891970a35b6a464f,0,0.0,12,182.47500006000004,182.47500006000004,14,228.09300000000002,0,0.0,-228.09300000000002,-45.617999939999976
0x285ce10947474ca65aa0605584904cd0c354b9c2,0,0.0,5,182.46307327,182.46307327,6,183.46307326,0,0.0,-183.46307326,-0.9999999899999921
0xcc2d6385d79d5ac14e817647b8ffe6d336481dd0,0,0.0,3,182.00000001,182.00000001,3,182.0,0,0.0,-182.0,1.0000007932831068e-08
0x0ed4e1f7544e9eece76d4375c9e2cad5b138e4e5,0,0.0,8,181.94720000000004,181.94720000000004,10,227.43400000000005,0,0.0,-227.43400000000005,-45.48680000000002
0x207a5251afed37b7932811ea823c33bce150fffa,0,0.0,2,180.0,180.0,2,180.0,0,0.0,-180.0,0.0
0x74b11790c72405310c921dd60b6bf13707e9fa99,0,0.0,5,179.1001,179.1001,6,199.00009995,0,0.0,-199.00009995,-19.899999949999994
0x165d7cdc174abddfbd4ba98fcee0108e8fb7cb58,1,38.0,3,213.0,175.0,3,213.0,1,38.0,-175.0,0.0
0x181d258f7a95ebfe070142754a148b6738f93c98,0,0.0,1,175.0,175.0,0,0.0,0,0.0,0.0,175.0
0xf76b742612d3ff356ea5907e2e759e2ba486ddba,0,0.0,1,175.0,175.0,0,0.0,0,0.0,0.0,175.0
0x9f9980f3dd1059f22f4c6f466a46110f21f787de,3,2309.1235782599997,4,2484.0,174.8764217400003,4,2484.0,3,2309.12357825,-174.8764217500002,-9.999894245993346e-09
0x94b2524c7cd4b64b79c9aed24890e6969af6889d,0,0.0,10,174.25009999,174.25009999,10,174.25009996,0,0.0,-174.25009996,2.999999537678377e-08
0x03841dfc80e04ea2dd1333774842af15afe87ee2,1,1740.15,2,1912.04560647,171.89560646999985,2,1912.04560647,1,1740.15,-171.89560646999985,0.0
0xaee5fb6b83afa3ce0d9be620e9376a7538d3ee27,0,0.0,10,171.6769648,171.6769648,10,171.6769648,0,0.0,-171.6769648,0.0
0xf2a90f3b9d79390a15d982b6f31557b8a245bdb8,0,0.0,2,171.6,171.6,0,0.0,0,0.0,0.0,171.6
0xfc2dc9c421c4423da098f5a9d24f8301b9f39f4b,0,0.0,8,170.99999999999997,170.99999999999997,8,171.0,0,0.0,-171.0,-2.842170943040401e-14
0x974b4a011a92e2161f40dcebcf9002559440198e,0,0.0,5,170.5,170.5,5,170.5,0,0.0,-170.5,0.0
0x08a8194e5202f2374b72410307bd8b58101212f7,0,0.0,3,170.0,170.0,3,170.0,0,0.0,-170.0,0.0
0x7dbccf23f5eeb319f1d4aeeb7e32428cc93568f7,0,0.0,2,170.0,170.0,0,0.0,0,0.0,0.0,170.0
0x2e007036685bb512a5102d8d379d5c693adb1618,0,0.0,2,169.5,169.5,0,0.0,0,0.0,0.0,169.5
0xfbb56f12d06bbcf616b230d924ef440b2e46e4c9,0,0.0,8,168.8,168.8,10,210.99999997000003,0,0.0,-210.99999997000003,-42.19999997000002
0x0857fdbced460f1f9d104a25538baabd13cafa1a,2,141.3,3,309.84672608,168.54672607999998,2,155.17336304,2,141.3,-13.873363039999987,154.67336304
0x11dca1f958c9630bf269d75ecfe2a1319ca56ff4,0,0.0,8,168.46700002,168.46700002,10,210.46700001,0,0.0,-210.46700001,-41.99999998999999
0xe97779b5ddb60c1fdbd4055c8872a26f438fba14,0,0.0,16,168.37989998999998,168.37989998999998,17,178.37989998,0,0.0,-178.37989998,-9.99999999000002
0x6818f10df0c469b10d93934f0a8ca1e4418ac4dd,2,2500.0,2,2667.51442668,167.51442667999981,2,2667.51442668,2,2500.0,-167.51442667999981,0.0
0x15d507a6f21bc4e6530b19772562ca89c17d46c4,0,0.0,1,167.1274,167.1274,1,167.1274,0,0.0,-167.1274,0.0
0x2ad3c5b75977dd473233330cf86cf93bb9a01852,6,2860.62114625,2,3027.26087663,166.63973037999995,2,3027.26087663,6,2860.62114624,-166.63973038999984,-9.999894245993346e-09
0x81c27374f01928111805b3b7b866b5ee983f7d76,2,46.300000000000004,11,212.23392611000003,165.93392611000002,12,230.13392604,2,46.300000000000004,-183.83392604,-17.89999992999998
0x0a45375eb2c394f190442bb104e4151651015205,0,0.0,3,165.0,165.0,3,165.0,0,0.0,-165.0,0.0
0x442aa8eee7f82bfff1e1b5cd9ec2c0c602d32658,4,6.000002,11,170.99385235,164.99385035,11,170.99385235,4,6.000002,-164.99385035,0.0
0xa9357708955ec35b615cd50f8b4a33ead6faa1bc,0,0.0,7,163.0,163.0,7,163.0,0,0.0,-163.0,0.0
0x6d5c26f5552d7f160ffd5c6d19b1ed53aacefaa1,0,0.0,8,162.0,162.0,8,161.99999991999996,0,0.0,-161.99999991999996,8.000003504093911e-08
0x7a7e0b9dffb9672f54e01b4f7f4b237407d785a4,0,0.0,2,162.0,162.0,3,180.0,0,0.0,-180.0,-18.0
0x2357452c1348d24d1b9e9016fbd9b954cebfac5a,0,0.0,2,162.0,162.0,2,162.0,0,0.0,-162.0,0.0
0xdcb1e7dc474d39ef32eed59b7b96fc9a5a21b0f9,0,0.0,11,161.99999999999997,161.99999999999997,12,171.99999989,1,5.0,-166.99999989,-4.999999890000026
0x97face14483f7dc91d03ae60edc37eba85ac13f3,0,0.0,3,161.36309793,161.36309793,3,161.36309792,0,0.0,-161.36309792,1.0000007932831068e-08
0xe2e1ff4c57ccbc6c580fc2910c2caf60d768b43e,0,0.0,1,161.24796863,161.24796863,1,161.24796863,0,0.0,-161.24796863,0.0
0x3fa0122e35a81f84424d2a2f5ebae4817d43866f,0,0.0,6,161.0,161.0,8,201.0,0,0.0,-201.0,-40.0
0x89ba12d3b4ed07b4b704ddfd76b6132dd75d3439,3,2405.0,1,2565.51997578,160.5199757800001,1,2565.51997578,3,1795.0000061,-770.51996968,-609.9999938999999
0x6ad12fe9fb1f50fa0999962d0173954a0776d075,0,0.0,2,160.0,160.0,2,160.0,0,0.0,-160.0,0.0
0x79dfb93c4a42697703149b4c99d7669c1ee5e8c0,0,0.0,2,160.0,160.0,0,0.0,0,0.0,0.0,160.0
0x02728587e1f5fd98a73a1aba85245261b6a1584b,2,286.0,5,446.0,160.0,5,446.0,2,286.0,-160.0,0.0
0x1abb612cdf33f4161639ac73f9734da598aba502,1,20.0,8,180.0,160.0,10,220.0,1,20.0,-200.0,-40.0
0xfa9c18bc4e297a64500decd494bcfe8866cfe447,0,0.0,8,160.0,160.0,10,200.0,0,0.0,-200.0,-40.0
0xa384b4eed5d10b30142279d05b6d9426158b2b61,0,0.0,1,160.0,160.0,1,160.0,0,0.0,-160.0,0.0
0x3b5fca5fabbb2edaf71aebebb24a50b6b82b40b5,0,0.0,6,160.0,160.0,8,200.0,0,0.0,-200.0,-40.0
0x8d3354cf8e922b140a13ed9636f54aadab3e0dbf,0,0.0,1,159.28257518,159.28257518,1,159.28257518,0,0.0,-159.28257518,0.0
0x2e0fa5b5bb89279570e14e6c8aea8f4592e0cc76,0,0.0,3,158.99301871999998,158.99301871999998,3,158.99301872,0,0.0,-158.99301872,-2.842170943040401e-14
0xf0b4339908c4bb29619cecf9a57afc6a623eac1f,0,0.0,5,157.5,157.5,5,157.49999998,0,0.0,-157.49999998,1.9999987443952705e-08
0xa5016f755d3c79728593cee87a3e4a93592415db,0,0.0,1,157.1428571,157.1428571,0,0.0,0,0.0,0.0,157.1428571
0x61ffd5b0f7f1dddd2c688ef3f209dec6414db503,0,0.0,1,153.0,153.0,1,153.0,0,0.0,-153.0,0.0
0x822f60b382d789a6075a6a0282baba4de92cfe19,0,0.0,8,152.0,152.0,8,151.99999992,0,0.0,-151.99999992,8.000000661922968e-08
0x55a019faf82450b9d37e29ce13d1a32a48a03525,0,0.0,9,151.5129225,151.5129225,10,168.43292248,0,0.0,-168.43292248,-16.91999998
0x1c6b39a4cf4c70fbefff0306c4d7cf89668a76f3,0,0.0,1,150.0,150.0,1,150.0,0,0.0,-150.0,0.0
0xa9954db47a730d9909661c6004ef30601f77c196,0,0.0,10,150.0,150.0,10,150.0,0,0.0,-150.0,0.0
0xf344e31939d9569b95b6da0616cc49d924bab621,0,0.0,1,150.0,150.0,1,150.0,0,0.0,-150.0,0.0
0x1ff30e19949528764bda5895d2fcaa10b9cb554a,0,0.0,2,150.0,150.0,2,150.0,0,0.0,-150.0,0.0
0x7da4bff2bb0e108ead1979124c451e2fa8b775c4,0,0.0,1,150.0,150.0,1,150.0,0,0.0,-150.0,0.0
0x95106c9182b848f9fd8a11c4553f8b0e8944a945,0,0.0,1,150.0,150.0,1,150.0,0,0.0,-150.0,0.0
0x500a0d920aacc05ab903f7fb2216d707f9b84670,0,0.0,7,149.67000005,149.67000005,8,166.30000002000003,0,0.0,-166.30000002000003,-16.62999997000003
0x98c68744c00e6d03fd7c312e415ecb576b1a6b98,0,0.0,9,148.5,148.5,10,165.0,0,0.0,-165.0,-16.5
0x5ed96693fe65801b5706b21dc21a42c76ebbced9,0,0.0,9,148.0,148.0,9,147.99999999,0,0.0,-147.99999999,1.0000007932831068e-08
0x9e8cf5f999e8e46d93533cfce0b90e986496f867,1,159.02,2,306.70031526,147.68031526000001,3,321.70031525,1,159.02,-162.68031525,-14.999999989999992
0x6c6b1204ef9f5aed3e0d41c0bce5d17e6bc8b82d,4,388.26007503000005,2,535.73827608,147.47820104999994,2,535.73827608,4,388.26007503000005,-147.47820104999994,0.0
0xd6b27d6d9ce5db73ad4ed9a482ecb508ac08998b,1,1246.0,1,1393.425,147.42499999999995,1,1393.425,1,1246.0,-147.42499999999995,0.0
0xf7928b7ea4c70e308dfcf13b554a331abd5618d3,0,0.0,3,147.0000008,147.0000008,0,0.0,0,0.0,0.0,147.0000008
0xbbc0799d7211932bdb747988b9c8cd9613f21c36,0,0.0,11,146.87980907,146.87980907,13,156.87980907000002,0,0.0,-156.87980907000002,-10.000000000000028
0x732e7d9bf9a83f1e44ddf5290c03678d99494b24,0,0.0,2,145.72560935,145.72560935,2,145.72560935,0,0.0,-145.72560935,0.0
0x999a985b2ca3e54e52372d4885c029ec91d9c2db,2,1154.7604,2,1300.30207245,145.54167245000008,2,1300.30207245,2,1154.76039999,-145.54167245999997,-9.999894245993346e-09
0x7a315a3866d391bb55cc21019b32f712da17e32f,0,0.0,1,145.49,145.49,0,0.0,0,0.0,0.0,145.49
0x609caf371bfaad158ac4519ebed7949a022d78e4,1,2348.0,2,2492.92,144.92000000000007,2,2492.92,1,2348.0,-144.92000000000007,0.0
0x988146e9a3bc5e7cb1fa62433c6495db9d4755db,0,0.0,10,144.00000000000003,144.00000000000003,10,144.00000000000003,0,0.0,-144.00000000000003,0.0
0xa5a94ef59ccb07cd1cacc201047b363aa1923559,0,0.0,4,144.0,144.0,6,198.0,0,0.0,-198.0,-54.0
0xc95f3408090f2b3c1bac4f139a66c1afe9770da5,0,0.0,6,142.9,142.9,6,142.89999999,0,0.0,-142.89999999,1.0000007932831068e-08
0x96f56971e3c82e7cc6c31c3bc512af011b7cc013,0,0.0,1,142.85714289,142.85714289,0,0.0,0,0.0,0.0,142.85714289
0x8c3ba3858150b0b7b69db400de43ebda900e0ada,0,0.0,1,142.0001,142.0001,3,157.0001,0,0.0,-157.0001,-15.0
0xcd6cfd47f4ddb2bf3357634a9c9e8ae2f7829833,0,0.0,10,141.5,141.5,11,150.0,0,0.0,-150.0,-8.5
0x39371ad0c77b9be3ef1a13d89bd4a045584446d0,0,0.0,5,141.45000000000002,141.45000000000002,5,141.44999999,0,0.0,-141.44999999,1.0000007932831068e-08
0x4eff777565242cb9ec591f540b1491997750b1dd,0,0.0,2,140.68293861,140.68293861,2,140.6829386,0,0.0,-140.6829386,1.0000007932831068e-08
0x888c21fbea5235048ac5a309c4eeb242b13bef1b,0,0.0,2,140.0,140.0,2,140.0,0,0.0,-140.0,0.0
0xc9f5ff440b2898fd2c97aa75115a90b4a9f84825,0,0.0,1,140.0,140.0,1,140.0,0,0.0,-140.0,0.0
0x0aa16e60a8c37f78428990f756efe273560e12e9,0,0.0,6,140.0,140.0,6,140.0,0,0.0,-140.0,0.0
0x04cd1b9b023e0f26bf90a087bc1668d9c2c3a5eb,1,221.0,5,361.0,140.0,5,361.0,1,221.0,-140.0,0.0
0xae4563bfb7190862b6a6422c7a8dc62027bbbcab,0,0.0,1,140.0,140.0,1,140.0,0,0.0,-140.0,0.0
0x907ddf755f78997d6d1166455d18be6384d54d65,0,0.0,4,139.5899,139.5899,4,139.58989999000002,0,0.0,-139.58989999000002,9.999979511121637e-09
0x8d9c7be0f0d7bd8a5e2d74231187ad65571d6142,0,0.0,7,139.00000000000003,139.00000000000003,7,139.0,0,0.0,-139.0,2.842170943040401e-14
0xb6ca903e5c75d8440b0db14aa7555c34606a1313,2,192.91571441,2,331.66711865,138.75140424000003,2,331.66711865,2,192.91571441,-138.75140424000003,0.0
0x459b214582e7d3fd8d097f8c50a6f71015956a83,1,1662.55099999,4,1801.0,138.44900000999996,4,1801.0,1,1662.55099999,-138.44900000999996,0.0
0xe95b15bc8c70690cb71ff09706528aead45185dc,0,0.0,4,138.0,138.0,4,137.99999999,0,0.0,-137.99999999,1.0000007932831068e-08
0x270617cdc08ee0540793c3f41e254d45412934ab,0,0.0,2,136.91906462999998,136.91906462999998,3,150.91906462999998,0,0.0,-150.91906462999998,-14.0
0x6150088a8ac7500d7d58ca3dbd5d075f6fadbafe,1,60.0,7,196.0,136.0,7,196.0,1,60.0,-136.0,0.0
0x1093b4e3e11ee734f9e5f185c54a5516acbec8fd,0,0.0,2,136.0,136.0,3,155.5,0,0.0,-155.5,-19.5
0xf8507b5ba5d5d671fbac4bda7d3213e9c4a1c7b7,0,0.0,2,135.60519,135.60519,2,135.60518999,0,0.0,-135.60518999,9.999979511121637e-09
0xe514fc64052a2d34c8238a29349bed5a8e96a25e,1,45.00005999,8,178.84005999,133.83999999999997,9,193.44005992000007,1,45.00005998,-148.43999994000006,-14.599999940000089
0x25ed3531b81fec6f3c3e481335cf8565b5b1c7af,0,0.0,2,133.2,133.2,0,0.0,0,0.0,0.0,133.2
0xd74d9d105ab905242e86f632955da6e0493c8926,0,0.0,1,133.00000008,133.00000008,1,133.00000008,0,0.0,-133.00000008,0.0
0xcb9432397057488fce50d2a14044fed95229d792,0,0.0,2,131.65289644,131.65289644,0,0.0,0,0.0,0.0,131.65289644
0x177fc8c03fdbb97830550473ef0fb66d39785bd0,0,0.0,1,131.6,131.6,1,131.6,0,0.0,-131.6,0.0
0xa54d48ba6b3fc4330d60697dee266edb44f81e09,0,0.0,10,130.92599999,130.92599999,10,130.92599994,0,0.0,-130.92599994,5.000001124244591e-08
0x3bf0eb43f4bb36c46f4d73953ebffdc7370b494a,0,0.0,2,130.57601999,130.57601999,2,130.57601999,0,0.0,-130.57601999,0.0
0x609fd78fd9997069257ad5154ac246347296312b,0,0.0,2,130.5,130.5,2,130.5,0,0.0,-130.5,0.0
0x492c63a53bead9fbe464e40e3142b2d8e62766ab,0,0.0,4,130.5,130.5,4,130.5,0,0.0,-130.5,0.0
0xcaef3d78f5b5cf3ccb58ebf5430f5d8abc8d58cf,0,0.0,7,130.0,130.0,8,143.0,0,0.0,-143.0,-13.0
0xd86aa19b4fa5770db31c9c99c3b7f8744e0e6319,0,0.0,6,129.4,129.4,6,129.4,0,0.0,-129.4,0.0
0xaa618a1d6fa49b537ca7411251259f0dd7c9dd82,1,1937.6394,2,2066.54,128.90059999999994,2,2066.54,1,1937.6394,-128.90059999999994,0.0
0xb802330248a2e60e05b3df0c948862b208ad4f14,0,0.0,2,128.57714285,128.57714285,0,0.0,0,0.0,0.0,128.57714285
0x11795ced825f1fe8b1f344bf3b87d6beac9686c1,0,0.0,1,128.5714286,128.5714286,0,0.0,0,0.0,0.0,128.5714286
0x0f11bf35467df76d1fe2b991652a36dbe612a6d6,0,0.0,7,126.69999999999999,126.69999999999999,7,126.69999999,0,0.0,-126.69999999,9.999993721976352e-09
0xfab77d59a1b61d606f6fc25362e38778debc59ec,0,0.0,2,126.29263764,126.29263764,2,126.29263764,0,0.0,-126.29263764,0.0
0xd04eabbdbb45d302f3fce7cb52bf24cf1cd85d15,3,1867.68131062,1,1993.86,126.17868937999992,1,1993.86,3,1867.68131061,-126.17868938999982,-9.999894245993346e-09
0xe884da31daf956e29dc689bdd17c8ccb3d88bddb,0,0.0,3,125.0,125.0,4,150.0,0,0.0,-150.0,-25.0
0xb43ae80be2ca9d857cf3fa90fd74a6ce750f5c20,0,0.0,2,124.4,124.4,2,124.39999999,0,0.0,-124.39999999,1.0000007932831068e-08
0x0b3c508e89687f2d55901da3a5d9dd5a675f06b4,0,0.0,1,124.0,124.0,0,0.0,0,0.0,0.0,124.0
0xd43ed1eea35e54d0149ca7843d7d4014b7f25032,0,0.0,1,123.9678511,123.9678511,0,0.0,0,0.0,0.0,123.9678511
0xc7313e08a6a88cbb861e9fda9119e3a76a16fed1,0,0.0,4,123.0,123.0,5,137.0,0,0.0,-137.0,-14.0
0x12b252077f3a8b045069dd498091956c7aa72e2c,0,0.0,1,123.0,123.0,1,123.0,0,0.0,-123.0,0.0
0x6ffba63ed952af28d009173c49ff62240004ec12,0,0.0,1,122.0,122.0,1,122.0,0,0.0,-122.0,0.0
0xa9d37c912c8afa84c5cd1fdf5cb34d055fcf4692,0,0.0,2,122.0,122.0,2,122.0,0,0.0,-122.0,0.0
0xb461ab3886e315ab7cd7cb050134379cd38003b3,1,115.0,1,236.59794464,121.59794464000001,1,236.59794464,1,115.0,-121.59794464000001,0.0
0x50b4707e94062990e885587f3f6184aed3f15911,0,0.0,2,120.94606691999999,120.94606691999999,2,120.94606691999999,0,0.0,-120.94606691999999,0.0
0xbcffc011850d8b81a3b4c38eb3a567e13a32300c,0,0.0,5,120.27999998000001,120.27999998000001,7,150.34999997999998,0,0.0,-150.34999997999998,-30.069999999999965
0x2dc18a48fe82ea89420b9cced898aca6c1b7d326,0,0.0,3,120.00000009,120.00000009,3,120.00000009,0,0.0,-120.00000009,0.0
0x577449d0f4e778c9f3f5982c343bcdb06067177b,0,0.0,2,120.0,120.0,2,120.0,0,0.0,-120.0,0.0
0x1c37935962242246087b192de9c61aced8125fe6,0,0.0,3,120.0,120.0,3,120.0,0,0.0,-120.0,0.0
0xfe9c21bfd33feb58f41d5d2a196f92c15661f8f3,0,0.0,2,120.0,120.0,0,0.0,0,0.0,0.0,120.0
0xfdc71ede648624889e043776b835bf498e314d7e,0,0.0,2,120.0,120.0,0,0.0,0,0.0,0.0,120.0
0x80e0db946ccec07c2725e1bc752946e84ad2d4af,0,0.0,2,120.0,120.0,2,120.0,0,0.0,-120.0,0.0
0x6ad132769ef14f03badef104c07da2341f984c8d,1,15.0,9,135.0,120.0,10,165.0,1,15.0,-150.0,-30.0
0x0e53b1bb44cacc5bb641566966afed16f33acaaf,0,0.0,6,119.00000000000003,119.00000000000003,6,118.99999998999999,0,0.0,-118.99999998999999,1.0000036354540498e-08
0x706c578d105fa96bbdf58f16cc5ff1923a29fae7,0,0.0,7,119.0,119.0,7,119.0,0,0.0,-119.0,0.0
0xd24b7361f13e1b77f97075e9fa3069b0bf260507,1,59.3753186,3,178.12595579999999,118.75063719999999,3,178.12595579999999,3,178.12595579999999,0.0,118.75063719999999
0xe87b0a176d21f3dba1e94cdb49dc7308a261ce66,0,0.0,7,118.4,118.4,9,148.0,0,0.0,-148.0,-29.599999999999994
0xc5ca58dcfa3dc1f70e3e196487d3d87a262cfedb,0,0.0,1,115.78051548,115.78051548,1,115.78051548,0,0.0,-115.78051548,0.0
0x16c49f26a97ffb97cde25441742244f84dd044d8,0,0.0,2,115.6,115.6,4,129.59999999000001,0,0.0,-129.59999999000001,-13.99999999000002
0x9c5b26576bf17d851ff79b328ab389404646a27f,0,0.0,6,115.0,115.0,6,115.0,0,0.0,-115.0,0.0
0x893053bc8b67fecc23d2989e4c08b11f4e8ab7e2,0,0.0,3,114.8,114.8,0,0.0,0,0.0,0.0,114.8
0x2a2619e81d61c09aa9206535bac1b7a5921ea050,0,0.0,2,114.4,114.4,0,0.0,0,0.0,0.0,114.4
0xaef4d769cba8069a05eb167194e79dc7c3afa788,0,0.0,1,114.2857143,114.2857143,0,0.0,0,0.0,0.0,114.2857143
0x0197df76b51707bb2c8f885e3aabecf5036da5d0,0,0.0,2,114.02749126,114.02749126,2,114.02749126,0,0.0,-114.02749126,0.0
0xbab987bbb812bb115e76a62fb3768b8048655023,1,11.4,3,125.4,114.0,3,125.4,1,11.4,-114.0,0.0
0x90f2f6e40e2ac0d51d0095a201c27d98e643c26d,0,0.0,6,113.24000000000001,113.24000000000001,7,125.73999998,0,0.0,-125.73999998,-12.499999979999984
