chain,hash,signed_amount,date,from,to,reason
T12,b4081095fa0c2369fa5069081031f4e9fe8a970ac3b835e90bc7cd2520252bdf,1.0,2023-03-21T15:16:35.344000+00:00,0xfef7f1b85e21c41574e313eb8db722000afab693,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,9fc5540e7d5560800f7c613e4b419a30dcfba7113c17d4276c7edefa60b8b84b,1000.0,2023-03-21T15:21:11.694000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,c2f0894a91181711d9a539d368cabaf1f5ab65ac2ff0eddf47b6ea8c51d2bf31,100.0,2023-03-21T15:24:04.692000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,e23dffc4222918d8b5d0bac9216de4881f08c849c6a1742d2a3845e902ba4691,0.0001,2023-03-21T15:30:08.763000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,eb49162a0ec2a53f47c45ce012ccda1fd49d48ed8f5063bbeb85b109b2a5234d,0.0001,2023-03-21T15:31:13.631000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,8d26eb86fc43eac6094f7e021d0ae596e5dcca9ef23f7c05a0dd154f129bc675,-1.0109,2023-03-21T19:14:10.898000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xfef7f1b85e21c41574e313eb8db722000afab693,No matching ERC20 transaction found within 23040 min tolerance
T12,ad537983fe2e5798f1ec35efd19d729fd6bc823f9f3667531821bcdfb5c3ecbf,20.0,2023-03-22T15:31:42.704000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,569f3071f59b2cedeff7cd0f7678a9b2576c7d6c568b680f4a3fdf81c190c30d,-2.0,2023-03-23T09:38:32.856000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xfef7f1b85e21c41574e313eb8db722000afab693,No matching ERC20 transaction found within 23040 min tolerance
T12,eb286bab702e80a7d31274a4fdfd89c3f995577d7d80647afef710b68a5410a6,-10.0,2023-03-25T10:59:03.931000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xfef7f1b85e21c41574e313eb8db722000afab693,No matching ERC20 transaction found within 23040 min tolerance
T12,29ec45ada712ffa7721479d0aca2f5da025fe7a8a2e7f378bbe7194c3e3e9c98,27.0,2023-03-25T15:13:56.251000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,5643d8c2f88f80b2464943cc80e5cf5582c9e449307bc6ea50ac57f094f64534,-17.0,2023-03-25T15:17:04.664000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x5e91bbdc8910337af19009337f8526c406698d6c,No matching ERC20 transaction found within 23040 min tolerance
T12,6d7d79e4cc9987a640680b2ed9fe2e490d7139690b9d1bf7ccbbbbef4c268c9b,21.0,2023-03-25T17:27:27.360000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,551e813c3b1bed4c3a76617ad465442fdff37ab8aa1ec1080dd04de5bc71e9fa,100.0,2023-03-26T12:34:19.476000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,069f0eaabf52a77a45a481277631563d6748d6ed16ee7b747cb6cb8329c9275a,1000.0,2023-03-26T16:08:27.730000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,184d4f41b0d690198391c1a53bbfad6cc13ce92d0718886aede41d4ea2b35092,-1100.0,2023-04-07T09:45:50.984000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc193c5e4b70160a90795225e5720dbae0340e5e7,No matching ERC20 transaction found within 23040 min tolerance
T12,176a24556863d4f4b837995e4b52dfeedb174b9e40422e6cfb4b7f7e5ffb45be,-3.9889,2023-04-07T10:11:55.094000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xfef7f1b85e21c41574e313eb8db722000afab693,No matching ERC20 transaction found within 23040 min tolerance
T12,30e8aa0e29fc378c3f7edbd8a99084bd57e8d6e4e7dac3d6b741cd8ad42a8bd0,-1.0,2023-04-21T19:05:59.295000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x176129bc4cb51335b32142087bb36b8f696164e6,No matching ERC20 transaction found within 23040 min tolerance
T12,9eaba4d45a238bdf0c294537601c36f70fc12e730693b972984b70543528d63a,-1135.00039999,2023-05-04T16:28:30.103000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x461266d5ebe2efc1ef9c78d347901b4b281c6f02,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0xc04c3ff43518238aceec9fb963adae0a71c80ade20917df433460baf4623f11c,-25000.0,2023-05-04T17:00:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x0848267162c10a1a9f100a4cad44db6daf43c4c9,No matching T12 transaction found within 23040 min tolerance
T12,03d688f4098a9747b0714f0a214e943f0134b0e5a21b863c96785daaf4b671c7,25000.0,2023-05-04T18:00:07.305000+00:00,0xd41d90dc5d146965404118470ec64784ff6a79bd,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,c8e9d377fe0eb3e1c08665d81871ce1956e4b14c7a9b93eebcfd70ebb42ffd25,28858.0,2023-06-16T08:32:42.979000+00:00,0x485aa23be2e58d77920f8aafb7c9b3b5e5173275,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0x09809a56004997f86876ba2beb6e561ad360cae7d48b0a1b001914a5627bd81b,-112600.0,2023-06-20T12:41:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x371565d1078848d127a40d061fe6e43b2e9d8db4,No matching T12 transaction found within 23040 min tolerance
T12,ebdecb600677d7e1ea506058b1bb307905d56faedf1571a1689b2cbd9b0f3ece,112600.0,2023-06-20T13:44:17.243000+00:00,0x485aa23be2e58d77920f8aafb7c9b3b5e5173275,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0x482c77b01f68a9acbb9a35691a8fba9d37c534482ab2c044e7ace0c58c6b7482,-67400.0,2023-06-20T16:16:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x371565d1078848d127a40d061fe6e43b2e9d8db4,No matching T12 transaction found within 23040 min tolerance
T12,6071dc399ca0b3891208d685b419e5819aa530095f56edd49b2277ac30e38107,67400.0,2023-06-20T17:19:26.627000+00:00,0x485aa23be2e58d77920f8aafb7c9b3b5e5173275,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0xed55484e48ca40b2670792902c37b67894f605f2b51df66715319cc958fbdecd,-110.0,2023-06-25T11:05:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc44ca4649bb9ce33571b172a173455be8c26216b,No matching T12 transaction found within 23040 min tolerance
ERC20,0xa6b5e8742e720b784dbfe75cb95d8cc74a4326b81ac76632707e999c497e3b95,-110.0,2023-06-25T12:27:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x404e0bea0638915a1fb56968f95a408688066743,No matching T12 transaction found within 23040 min tolerance
T12,4941c6562f744e51eee301314df8e1895db9b917309ff1453d6830d26c85e2b2,110.0,2023-06-26T13:38:39.785000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,bcff5eddf75019a676d8e88e97a6054eb4264ce6a6880f011c6a70af0e87d598,110.0,2023-06-26T13:40:25.729000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0x7b8b68a8c32c1b9d22c70dd8d93b4ad7658b1f29aa32076d7f8591c0e90346f4,-200.0,2023-06-27T07:26:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x5fb551570d34eb1f428d0b21e69333ef9a164da4,No matching T12 transaction found within 23040 min tolerance
ERC20,0xc2ea3a0dd13f5a497fbb91b1fc2d6d4e48ed3715536c0bd301f3577154a12f3f,-200.0,2023-06-27T07:31:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xdd9a0f6cd6e2c1b0e7ab94ad6c49db6b42397b12,No matching T12 transaction found within 23040 min tolerance
ERC20,0x2d9a4c0624404f26b70f0f09340841939f5dbf092142fbccf33dc32604f245b8,-200.0,2023-06-27T07:32:47+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xeca28680ad03a9dc30c529497f6ca322aa20f853,No matching T12 transaction found within 23040 min tolerance
ERC20,0xcf7b6207ecb0afc2665bdd60c972cdb06cfa813005fa2334b83bca276da9b790,-110.0,2023-06-27T07:34:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x727081030361fbab2d51a4cb5ed156d946e346c0,No matching T12 transaction found within 23040 min tolerance
ERC20,0x13d1078950e9f23c261bae355ae13e045a40dca3b860f760083d6fcc917b01be,-110.0,2023-06-27T07:35:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x73114242e2c9463c95b709a6aae8e51b00eb177d,No matching T12 transaction found within 23040 min tolerance
ERC20,0x83b376e6089edc93eb5064f6347d593048dfcd325acc6d143b01e4dd2d2bc3ce,-110.0,2023-06-27T07:37:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xfdc71ede648624889e043776b835bf498e314d7e,No matching T12 transaction found within 23040 min tolerance
ERC20,0xe3af8301fc373cfae492a99b9884889f1ace364b8f44997c9c0f73e22bd296ad,-510.0,2023-06-27T07:38:23+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xece4635692a850132fffdc5b5e3daa8baf40141e,No matching T12 transaction found within 23040 min tolerance
T12,0f96b00a16b0bb1c50939558258ff5164c948ae6636dea879cf711157601b7f0,200.0,2023-06-27T08:19:42.926000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,3880bc7f9b423c27c77fc250b9f3cf91458a5e54a80dbef931c978c1d0b9608c,200.0,2023-06-27T08:21:03.227000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,4112c07c05b49d12f686b880283789ecb281b0aacd8d724ba67bbf4d0a51e908,200.0,2023-06-27T08:22:26.954000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,9abc2c71c4764e4d7615e658e3cb9397e80d4258425d76ed6b7d56299439c2d4,110.0,2023-06-27T08:23:48.764000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,7596c17807ba810a7978f0221de11fc446d9189039affc11b2e7fe6e9ea31d22,110.0,2023-06-27T08:24:41.287000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,10debcce0dbe74873ded131d14b76bb1f543a98df0c142f5b911667368cd3830,110.0,2023-06-27T08:27:13.496000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,c7f07ad031de83201ed0aba425a9d3ba8f4bc4b4c3efa4f5dc57ea944e136f5a,510.0,2023-06-27T08:28:18.499000+00:00,0xc193c5e4b70160a90795225e5720dbae0340e5e7,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0x97f6e87dfc286c3d1de98bd44db2cf078ee264c35d4a86c3f2eb9ecccf40e41b,-10.0,2023-06-30T15:00:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xfdc71ede648624889e043776b835bf498e314d7e,No matching T12 transaction found within 23040 min tolerance
T12,72664525841275a2756e9ebe7f542dbc02014fcf31390e0fc40457458121a104,10.0,2023-06-30T16:02:34.008000+00:00,0xd1e976025829fa492799e14c68419972e1743fe3,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0x2fc142a96de1b79edcf86638fc9db2eb06be150ee3c45abee834d9e47bf1387c,-150.0,2023-07-03T10:10:47+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc44ca4649bb9ce33571b172a173455be8c26216b,No matching T12 transaction found within 23040 min tolerance
ERC20,0xf94bc0632faac8e608d4d1ffba0ca47ae4a4a61809f720d1daf704bb08a9cdda,-10978.195,2023-07-03T13:33:23+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xf7d409bc476d13c34545de468a86ea9105bbba00,No matching T12 transaction found within 23040 min tolerance
ERC20,0x177001f72c53c8de96f9c6cbef52264991376531d5d14eee58664e6b47ef5a69,-14300.0,2023-07-03T13:39:23+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xb292ce5599a7dcd46a87f548d836818fd905532b,No matching T12 transaction found within 23040 min tolerance
ERC20,0x6566db20f6e3cdc38c40a0e16ba81218b181a61a09dc4db63a215c7f2b0e1969,-42857.14,2023-07-03T13:42:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x6397b894b1c68951bb7164979bf8a95cceba540b,No matching T12 transaction found within 23040 min tolerance
ERC20,0xf087b924dd35cd476d34d459b499181fb5993f7e818a3d9d8cce6b0b23623633,-13813.0,2023-07-03T13:45:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xb94a7c31946a32b1bb3ae6c2099812d0d023a649,No matching T12 transaction found within 23040 min tolerance
ERC20,0x1301d05c8928cfacbada407a1be8f5e55161653e17eb94af5121b3ae0ee704d5,-20000.0,2023-07-03T14:05:47+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x07623d10e5f41e305ee86a3253c9c6e56486bb9c,No matching T12 transaction found within 23040 min tolerance
ERC20,0xa04aaa9c995a6ce31584ba995154c9ede441f00593ef1b657f932954fc12fb59,-10.0,2023-07-03T14:43:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xeaa5f507b5c15d460b53172336c3dd49a5574f8a,No matching T12 transaction found within 23040 min tolerance
ERC20,0x9449551b3bc30f5c7bba46688b45fd4a0529a3accce61319814e3d6c16315eef,-10.0,2023-07-03T14:45:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xeaa5f507b5c15d460b53172336c3dd49a5574f8a,No matching T12 transaction found within 23040 min tolerance
ERC20,0x7ba0b0b03eb9a425a7598e73bdabcd465df52fdd4c3dd9d819bdda08792cfed7,-10.0,2023-07-03T14:47:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xeaa5f507b5c15d460b53172336c3dd49a5574f8a,No matching T12 transaction found within 23040 min tolerance
T12,8e9551e6ee618e31696914a8adad999b6be87b02ae5778c3bb21949e5f07dad6,10.0,2023-07-03T15:14:38.694000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,88e3e3a217174b4025ceff340caa671af9ebcb237c4b30a94a913e1161933786,10.0,2023-07-03T15:43:13.550000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,4a2af894bbea111ab56b010de0f4dfd4e4540b7f5c4f9c51a26254c0d5c74d82,10.0,2023-07-03T15:45:51.455000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,621610f97adea83f737c215291ba8fa9806be0d1d7dde6f9c4fc1ecd75cd80fc,10.0,2023-07-03T15:47:58.924000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,8217d068810fcc774cc3ed70af6265c1d055fbbf173fb0ff56f3aa824c5ff456,10.0,2023-07-03T15:49:12.394000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,defdbe2a767c8a656f9a875eb50207ef4c608c9fb9297ac15d5277c4db693a10,1.0,2023-07-03T16:11:15.488000+00:00,0x461266d5ebe2efc1ef9c78d347901b4b281c6f02,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0x9953631402033bebe625e1a10f1f5ce9ef0bff46dc59da06275a1a2434f32bc5,-85.72,2023-07-03T16:33:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x2976620776d8a5aa79ae3051f9aab497d57cd37e,No matching T12 transaction found within 23040 min tolerance
ERC20,0x0a02807a5e01fe5dc65a36c46bdde2b2944021a16b920f8e3842c122fb43425c,-9.93804161,2023-07-03T16:45:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xeb532d69c4a79c89add6c7495575b07b8ca6d732,No matching T12 transaction found within 23040 min tolerance
ERC20,0x52cefe0d18ea8fa76d08a3cec05aff8c12c7bde1da8b859e18a40df33d7e0411,-85.72,2023-07-03T16:47:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x0835cf218cbc2c81317ae4360a524ca9473ce62c,No matching T12 transaction found within 23040 min tolerance
ERC20,0xb189ae61217cb6b8f1e3bb8b254c2347bf97c26728d5a0e2089d147c8c63d2b7,-500.0,2023-07-03T17:04:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x07735d1ff954ba5b4d7d3fabdd305de1d5956006,No matching T12 transaction found within 23040 min tolerance
ERC20,0x0d58a906f5ec338796c3e71514988eba9d234d3d4b5583207df1a068caecdb78,-30.63,2023-07-03T17:05:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x8ce83b2f6ef0a82b9d5790b03987cdfd2c81918a,No matching T12 transaction found within 23040 min tolerance
ERC20,0x55ce85f013d27aff06dbd8291b1644dfd1939e5b4bc5f7e9973a137d4bbaa6fa,-1000.0,2023-07-03T17:15:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc6ece0e018cd09bd202a512f975a5af0181881b7,No matching T12 transaction found within 23040 min tolerance
ERC20,0x026ba15340f93c25cb8cc30812e583158b95ceb859fb9e10fd48e150a3307812,-10.0,2023-07-03T17:15:47+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x08e068b36cd855edf0ea75fdc18c2acaa72cab97,No matching T12 transaction found within 23040 min tolerance
ERC20,0x398d46719c29bfc81796f8b95560eec0dbb9ec90427021137c2c53ff06106537,-200.0,2023-07-03T17:16:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x969be3db4bceab2ef30a95a38500ea5b92b6245f,No matching T12 transaction found within 23040 min tolerance
ERC20,0x1dc36bbe0d79a49690d880d49117850a1dae7fad1dcffd372a1325ed18fb0dcf,-600.0,2023-07-03T17:18:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x6c29581f70aafd009e1231cbe9fbf0c75d605743,No matching T12 transaction found within 23040 min tolerance
ERC20,0xd325d5fd17247c29fbaefeb5709950bbe3bf87e298cd09dd08d5de29570d2206,-1.0,2023-07-03T17:19:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xa86a2a2e896917ceeb07cbd2b4c0b0c126f1e5fd,No matching T12 transaction found within 23040 min tolerance
ERC20,0x6a53d0873e1ad441bc5b58a7ef86747a6d5e484afec828260b926a6bacbe22f7,-57.0,2023-07-03T17:19:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x893053bc8b67fecc23d2989e4c08b11f4e8ab7e2,No matching T12 transaction found within 23040 min tolerance
ERC20,0xe21492ac99008fbd02d35ab82a8b34b314357e8378664e503ca8985f0ebbd3c6,-3.0,2023-07-03T17:22:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x0c6515cafdefe1ddfb0b9a4d0b6c455f8bf92fe2,No matching T12 transaction found within 23040 min tolerance
ERC20,0xdb798cd2c4507acb5f57ae823d377792eb457bc2caadc91a5666441797916f3e,-1.0,2023-07-03T17:28:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x2b7be4e1364240dec29c544e634cec7994ad0706,No matching T12 transaction found within 23040 min tolerance
T12,8bea7e8a8afe8b4c2844665ef43749863184ccb1a569267bfc07e53228a13f7c,-5.0,2023-07-03T17:51:49.005000+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x5e91bbdc8910337af19009337f8526c406698d6c,No matching ERC20 transaction found within 23040 min tolerance
T12,b81140c40dab7c5b64fc629da21181251f5bb853200ba4db0386661d38eb8802,4.0,2023-07-03T17:54:32.934000+00:00,0x5e91bbdc8910337af19009337f8526c406698d6c,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,1bc0b422c9dbff2c483c21f0c6ee5526f79e4a9c90edc2674a2f8b7cc40537b0,500.0,2023-07-03T18:04:02.032000+00:00,0xdd14b156e69e10b188a188a07c2740b1038ae067,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,f9b793783eb924bb0c8562dc92abefe5c1636840c665aef949d1b28ccdf5cc14,30.62999999,2023-07-03T18:05:34.349000+00:00,0x8e5ac40ccdc52a53a3a726333dccaeec6366479d,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,105c2955a0fb557672ff0e96b29e79107d1fcc6388b5321b4d3643f6d35d2560,226.3,2023-07-03T18:07:48.529000+00:00,0x3fc61c39f3ca5eaed9c6439a8373bdc1efacedb5,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,fe07661cddacfccba684b38c02b9fd550ada850aa2bfb8377b4954c19c7f60e6,10.0,2023-07-03T18:15:46.356000+00:00,0x641b81d6cec1b275f7266f99368b094c4269f65d,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,f7974c6a16d77609bec476c823446f5387a40be87e797ac92c7b0aef4a59de70,200.0,2023-07-03T18:16:59.106000+00:00,0xe0afdd3d603897f5106b69950327cb5fbb809f53,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,f5bc4632a45d8ec536aec5cf4b3f9b8f40e3e89378054e754f85025bab6542bc,57.0,2023-07-03T18:19:50.913000+00:00,0x82df2da4c0edc95fdc2b60f919524f72d67593b4,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,d8e67172949b13b4c2f2c2c77e5895aec3e9fd530edd9a67962c0d7a0ab53780,3.0,2023-07-03T18:20:44.839000+00:00,0x89fd094df854c45c06b905b997096c8e90f65604,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
T12,0a3840d0d64dafd440d2921232a9610ec4c21c4d0c2166132f60e5b0e2d96774,1.0,2023-07-03T18:28:03.516000+00:00,0x8d5c673bd59a7a07f06d8a6956cf42c6eb57720d,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,No matching ERC20 transaction found within 23040 min tolerance
ERC20,0x4ca70ea96c8cad515733fde5ce943057e7974ad57510df106f4fcfcc2ef34d05,-85.8,2023-07-03T18:51:47+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xf2a90f3b9d79390a15d982b6f31557b8a245bdb8,No matching T12 transaction found within 23040 min tolerance
ERC20,0xf789fb9f68c725bc1730eefbd9d5c53b91348212b042f4d5fc6fc505c4e50377,-20.0,2023-07-03T18:51:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x9a60e6d6f73a685fb75e54a45bbf1ea810efefbe,No matching T12 transaction found within 23040 min tolerance
ERC20,0x1be87972ea0f43db847f074eb2ed8a515cd5ccc5315613819cf4409f2663895a,-220.0,2023-07-03T18:53:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc9f6260f3a3c76577323958cecaed193dbcda8d9,No matching T12 transaction found within 23040 min tolerance
ERC20,0x308da670485a3d9c9dfaee8a689ec3826d3db54a7d209469c12e2a444d4e33f6,-593.6,2023-07-03T18:53:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x05ae0683d8b39d13950c053e70538f5810737bc5,No matching T12 transaction found within 23040 min tolerance
ERC20,0x8916bb293a09dbcea5e80f1a31a538f2c0927cd38072130ba1e5dd767581314a,-5.0,2023-07-03T18:55:23+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0x2de10f84d4d9b88360bdbe58c628cceaf0df133b,No matching T12 transaction found within 23040 min tolerance
ERC20,0x2931cb6d016a7c08d85f73fbe984d77da3cffaa5b81fcf78694a81a66170fb82,-19.0,2023-07-03T18:59:11+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xde5856780cd50227c6193325ed2c050950dcf7a0,No matching T12 transaction found within 23040 min tolerance
ERC20,0x80c90d280c1d6397973d7d13d53868b8d834f1ee1b4bd0d2b0b8be0817f6d5ce,-1.0,2023-07-03T18:59:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc6ece0e018cd09bd202a512f975a5af0181881b7,No matching T12 transaction found within 23040 min tolerance
ERC20,0x758f6efcb2575258fe0e7037f5e6087298275751e8e5632c8eae3349fa012d10,-5000.0,2023-07-03T19:01:35+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc6ece0e018cd09bd202a512f975a5af0181881b7,No matching T12 transaction found within 23040 min tolerance
ERC20,0x8aa49fd0bfb4d90b22c93f2bb884d506d6c71363ae5edf93233aeb02ba29bede,-20.0,2023-07-03T19:01:59+00:00,0x8f6bc622331f1586cf3ac042efa78b33f72a672d,0xc6ece0e018cd09bd202a512f975a5af0181881b7,No matching T12 transaction found within 23040 min tolerance
